id,vendor_id,buyer_id,invoice_number,amount,issue_date,status,anomaly_type
b342e00c-fee7-4753-9075-b14a85c456c5,4376766b-8ffc-4c4a-a515-43bf30fe0f08,0855a4b9-5554-49d8-bb0d-0f41b5c31b54,INV-386608,70305.2,2024-09-10 00:00:00,paid,fraud_duplicate
27ea9db6-1b38-4848-9cfa-c51f1acdb2ed,96575c65-e03b-4712-8904-bbb9031ec2cb,3198bc01-bae3-486b-becd-a7b4fe8984a2,INV-787029,18477.0,2022-01-02 00:00:00,paid,fraud_duplicate
3f7e2334-74d2-4ddd-8a18-4288a0497ed1,593c78b9-527e-46c3-b420-ba5afa5c35c9,0855a4b9-5554-49d8-bb0d-0f41b5c31b54,INV-573618,596.79,2022-11-10 00:00:00,paid,fraud_duplicate
75fca292-bbfc-4f73-a0ed-fdd90cb39078,8cf653b7-d1d1-4b3a-bd8f-f8e80179073d,130b12ec-0a13-4a98-8b86-39fbc1eb02f3,INV-049498,120.35,2023-08-02 00:00:00,paid,fraud_duplicate
42b131ab-cc74-411b-ac75-ec503cf47191,1ba4637f-90b4-4615-bc5c-5f2160e1ffee,b50800a9-6252-4a11-a3b7-14c5f02576e1,INV-982133,21900.95,2024-11-17 00:00:00,paid,fraud_duplicate
e69760f5-e55a-4564-9d04-742d6cc88aba,92b2eaa9-5664-4c69-8bf1-9ed785151695,7114430f-f7a1-475c-adce-62579a407ef0,INV-349069,52829.6,2023-01-02 00:00:00,paid,fraud_duplicate
ca6406c4-dd78-41ce-9145-71cc079237f2,b01a76e7-a41a-4af7-8109-28f159b38c41,f4317238-b2ef-4bc6-8b7d-3711d13bf916,INV-894499,27175.18,2024-11-04 00:00:00,paid,fraud_duplicate
25d809bc-769e-41ef-979f-3c2ecfb2e297,955ed913-b794-48ba-9519-6962872b27c6,091f37d9-f554-4251-931d-683825b5688a,INV-205756,4043.0,2022-10-27 00:00:00,paid,fraud_duplicate
be751737-d05d-4534-b1e4-3f897ebaf6a3,41b8bfa8-5d12-4997-b6b6-b2906e2549ad,d0e16a22-1092-41b1-aac7-fad53c775e6a,INV-183459,2480.33,2023-09-02 00:00:00,paid,fraud_duplicate
acf9177c-c2d0-4e26-8b4b-07b9f82a791f,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6d75dc29-a558-49f2-9af5-6cdc39c37e66,INV-232733,7275.36,2023-01-06 00:00:00,paid,fraud_duplicate
448dc7a8-2b23-47a1-a55d-890c552d8dbc,ca50bf45-99f0-4120-a4e5-5c177022459c,caf140f8-34e3-4935-89d1-6319ce351856,INV-517259,2166.43,2024-05-29 00:00:00,paid,fraud_duplicate
63f2701e-de02-44aa-ada0-7491bb476517,238c9614-9963-4ce8-a68f-aeb88de4dda3,9485d368-f492-4447-b875-46ba91756c27,INV-690472,17833.14,2023-11-28 00:00:00,paid,fraud_duplicate
6483fd2e-ffa3-44be-9b70-d4d79e396e19,0d612c0c-e472-4553-9452-dc69fcaee77a,56648588-9c20-4e75-a4a2-b64735a5c163,INV-265960,18893.24,2022-12-08 00:00:00,paid,fraud_duplicate
b1c2cfc6-93b3-4a8b-934a-9a5a986e5285,97032a2d-7f2e-4e2e-829a-e7996da07738,612b6456-f0f1-4b84-8cf6-126e36b43d90,INV-999201,460.83,2022-01-17 00:00:00,paid,fraud_duplicate
340d2b4b-b021-4fe6-99d9-18d5e78efe2d,34714ef7-fc0b-4c6e-921d-c1fa74d4ef16,14b03fa6-976a-48b9-9d78-a3c0e66568b0,INV-395368,11487.81,2024-01-12 00:00:00,paid,fraud_duplicate
1415712c-bc38-434d-9365-d9e29ea40f3e,4a8a1966-e7d2-4fc8-b546-32135917ae44,50e7d166-9ff9-485a-a1cd-441ab0df5b43,INV-875942,67505.32,2023-04-01 00:00:00,paid,fraud_duplicate
9bd2dbe9-6b40-4c3f-83fc-2f5f94eebe61,4719d67b-76f9-4187-9d56-762bf12966c3,6a2b757c-5771-4104-af9d-ffb391f59f41,INV-898610,13251.4,2023-12-13 00:00:00,paid,fraud_duplicate
2f787e6e-9658-44f6-9a2a-d04c56b089be,73ed4b9d-99fc-4770-80bc-f1e302c1f6d9,93936db3-953a-4ae8-9e4d-73fd8ddfc650,INV-382341,1015.58,2022-03-09 00:00:00,paid,fraud_duplicate
90e45e40-1173-4248-b4e7-28bc35bf7239,d3a0dea7-e29a-4424-badb-deb25cc3316e,d0e16a22-1092-41b1-aac7-fad53c775e6a,INV-241388,3088.67,2022-08-26 00:00:00,paid,fraud_duplicate
f88804a3-9f81-4b49-9ba2-ac19d82f451f,e4cb23f0-6441-4a38-96db-372d40b6843c,99f4db05-2c17-45fd-8821-ac9334f3c8bb,INV-399860,2816.62,2024-10-08 00:00:00,paid,fraud_duplicate
493aeafb-37bf-4a8a-903c-a524f5a4977c,9b142c41-ee23-4f01-b0c0-162665618ec7,7ed5eb68-cb69-4c28-8fe9-8fc388c01328,INV-428434,3363.93,2022-04-25 00:00:00,paid,fraud_duplicate
9be35d4d-41f2-4152-a4e9-7d40068cd3dd,8027ecfd-81da-4bbb-93c9-1096a1380fdc,11f8f399-e8cc-473f-ba02-9985bb644ea4,INV-623892,4084.25,2023-11-25 00:00:00,paid,fraud_duplicate
dfa14913-cdc3-40e2-842e-dcfb7af40ad6,ef58db9f-bc45-4152-8eda-6d3974840819,130b12ec-0a13-4a98-8b86-39fbc1eb02f3,INV-937293,52670.55,2022-03-03 00:00:00,paid,fraud_duplicate
f6305fdc-91bc-4e8b-8900-9517e6e3313d,270577c6-eeda-420e-b5dd-deb6847ff941,7ed5eb68-cb69-4c28-8fe9-8fc388c01328,INV-797060,141590.88,2024-01-02 00:00:00,paid,fraud_duplicate
eaa4faa5-7ef2-47df-9180-9be78dd9ddf6,a3c3c00f-2486-49d8-b58a-f6e890667fee,38452e75-a7bf-408d-b2f7-f4021cb38d1d,INV-907432,393.56,2023-04-21 00:00:00,paid,fraud_duplicate
b7188025-afce-4f7f-94af-b8135a563866,4376766b-8ffc-4c4a-a515-43bf30fe0f08,cc92f550-ef6e-4975-9a78-7aa98d22cd85,INV-028435,71979.96,2023-08-09 00:00:00,paid,fraud_duplicate
8661211d-5879-492d-b003-2d88d3b3983e,774b7bd8-f900-4644-bacb-7ad5ab055cc9,9650733a-8e90-434b-90c8-285c78c24f61,INV-048583,382.34,2023-04-22 00:00:00,paid,fraud_duplicate
67176d8d-2c26-4fb6-9a5d-501b05b4e5d2,d813d31e-e999-4470-bb06-44f1193fa44b,3bb4af73-d44a-4bee-811c-e3ff4c28ce2d,INV-107058,16946.49,2022-03-25 00:00:00,paid,fraud_duplicate
03b6a5f8-f89b-46e3-8345-17deed4ebd2e,184b1047-1882-4dcc-a0a4-d2642b31f588,9614a6c2-06bc-4cf1-ad6f-6221e35a512d,INV-327525,16129.19,2024-02-03 00:00:00,paid,fraud_duplicate
2de5e1ad-9aef-409f-ad6e-983f73c8b1e4,aa40d08a-15dc-49cb-a1bc-2025f19c1214,5f8db4d5-1c20-4252-8c02-230cdfd1b51c,INV-466959,8777.92,2023-04-30 00:00:00,paid,fraud_duplicate
d04dc6f7-b9d1-4736-b83e-eb6b298a0928,e4206223-a6cf-4e61-af5a-1c48552f87bf,d63edd2d-aac9-4ab3-b052-6a69afbf353c,INV-318093,3407.75,2022-06-16 00:00:00,paid,fraud_duplicate
c62aec24-0e83-450d-a6a0-c400128e0608,0b619064-3a07-4003-bad7-812dce37d862,4e720b8a-1087-46cd-9ed0-b97cfe77e91a,INV-075892,2286.91,2022-03-31 00:00:00,paid,fraud_duplicate
3cbf71e8-e2e7-4690-89f6-430c2c62cd3d,33f71686-4d34-49e2-a644-4ed2722db036,5bdfd95d-09b5-419a-892f-aaa89e1f79ce,INV-262716,7000.0,2024-10-26 00:00:00,paid,fraud_duplicate
7d2fa323-f9ad-41ec-91fd-4bdb8cff72dc,ac943508-45b9-4190-beb5-857a81718f4b,11f8f399-e8cc-473f-ba02-9985bb644ea4,INV-735593,1931.57,2022-05-11 00:00:00,paid,fraud_duplicate
a5589f47-506c-4d70-b0a4-72920100ebd7,5ea1da51-aebc-4bae-8592-05df785539e0,9ff55951-bc55-489f-80e4-e7471b0db309,INV-615017,155412.63,2022-05-05 00:00:00,paid,fraud_duplicate
acf9bb6f-b4df-45ea-861d-5092a09c42ce,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,130b12ec-0a13-4a98-8b86-39fbc1eb02f3,INV-501428,3821.62,2024-07-29 00:00:00,paid,fraud_duplicate
682be62b-5109-4d57-9c2b-e891dbf2e56c,a33e4dbf-44ca-4e40-93b9-b9bafeaa836c,480db537-941e-4f07-bdcc-dc80eee9ff8c,INV-610288,877.76,2023-01-27 00:00:00,paid,fraud_duplicate
6372c5ca-adca-4196-8045-6fd71a4aa0e9,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,1096bd89-ed1b-4100-98d7-243524c2d5bd,INV-296346,6266.04,2022-03-15 00:00:00,paid,fraud_duplicate
057ff22a-9020-407d-ad57-394948265276,51b037a3-b045-4a6b-9715-4423204d6560,f3c7916b-6a16-4cff-914c-3b3ac93bdf6e,INV-048903,17977.29,2023-09-28 00:00:00,paid,fraud_duplicate
5b32ceef-823f-4bbb-b2b6-b56f1e12235d,f6815d56-76cf-4955-b906-c74bcb7a2ae4,3198bc01-bae3-486b-becd-a7b4fe8984a2,INV-098161,15208.12,2022-07-13 00:00:00,paid,fraud_duplicate
2fce921f-5ac3-4a10-b5f5-9b0f861c9417,1135c1db-bb6b-40bd-aec2-10d46ee80844,3bb4af73-d44a-4bee-811c-e3ff4c28ce2d,INV-262258,1332.37,2022-05-29 00:00:00,paid,fraud_duplicate
264fe2de-2599-4584-9dc6-9ecfc2a44c0f,51b037a3-b045-4a6b-9715-4423204d6560,ae309477-0eb0-456b-afda-33f89eaf53ed,INV-012931,20844.26,2022-04-22 00:00:00,paid,fraud_duplicate
0e1f0cee-fe8c-47ec-8015-d1eca1006b11,62843d23-ea08-4142-85b1-fa427148a954,11f8f399-e8cc-473f-ba02-9985bb644ea4,INV-557147,389.64,2024-04-11 00:00:00,paid,fraud_duplicate
aa6c3a22-9182-44fa-8723-17c95b0d34c1,a33b54c3-cfc9-45af-a18a-773fc904ffac,4bb2237c-c15d-423a-98db-7aca68bfde95,INV-007484,17734.92,2024-05-31 00:00:00,paid,fraud_duplicate
d25456c4-fb90-4122-8e02-88247c2f3ffd,3db24af7-bc26-4ace-b80d-7e00b7b7b64d,9bedd59f-5844-443f-9209-cb628bb8a51a,INV-416806,60569.06,2023-10-25 00:00:00,paid,fraud_duplicate
798a4c35-1f4d-4061-ade3-e4076b1632dc,e4206223-a6cf-4e61-af5a-1c48552f87bf,99f4db05-2c17-45fd-8821-ac9334f3c8bb,INV-401413,4130.26,2022-10-01 00:00:00,paid,fraud_duplicate
11faab91-fb67-4e90-bf51-80cb109be888,9f98d02e-c0c0-45d2-a966-da52d9c5824e,bab7fdfc-cd3c-444f-892c-02acc9aa77cc,INV-356239,45244.36,2024-10-28 00:00:00,paid,fraud_duplicate
b5374456-595d-401c-9c1f-580a5be4cdf3,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,38452e75-a7bf-408d-b2f7-f4021cb38d1d,INV-040399,2432.32,2022-09-04 00:00:00,paid,fraud_duplicate
2c07ea23-4702-40d9-adf2-2b9129088f4f,caad2f2b-547c-487d-be67-defc290e105d,59624bd1-e5d8-46c1-9ced-327475d4ef31,INV-564082,8240.08,2022-03-21 00:00:00,paid,fraud_duplicate
3a20cd55-cf93-4d94-a419-c58f782e2273,5984f94a-26ab-4002-9557-8c5183f34f26,47f1a00c-40e8-4f61-b00a-8a077dda0b27,INV-850093,15038.76,2023-06-27 00:00:00,paid,fraud_duplicate
bd5611c8-5d2b-4c58-b4dd-03e30b9d95e2,015791db-8177-482a-ac6f-d89147961a26,1d389a85-763e-4051-b68d-582e2b14c34a,INV-581563,84415.71,2022-04-26 00:00:00,paid,fraud_duplicate
10ed8e76-16a8-4b38-9ed4-b1b58cc9ae31,f7b9369b-5dc7-426f-9682-112127998850,6a3e8e55-706c-4b24-b145-26f5b0aefdf1,INV-292067,3325.38,2023-10-07 00:00:00,paid,fraud_duplicate
c26f52e0-71a6-4518-97e4-f761de4d949a,fe7ff517-c1af-46b2-ab58-b46baaf6eab7,3198bc01-bae3-486b-becd-a7b4fe8984a2,INV-908771,504.67,2024-12-19 00:00:00,paid,fraud_duplicate
02e628aa-d7f6-4579-afe4-a33b7cc8c6ec,638ea99a-ffba-4fa1-b738-8cb7d8aa80ee,b85bd7c9-02bc-4456-b570-393638b1f900,INV-377184,506.26,2023-02-27 00:00:00,paid,fraud_duplicate
bb94e5b8-260c-419e-9bef-8951d4abc131,da54cc8b-0a63-40c3-978d-3d97f7fb6d51,1ff41bab-5e07-415b-b77e-46a27f39d6bd,INV-079370,8186.22,2023-04-26 00:00:00,paid,fraud_duplicate
5065803c-aca1-46ed-a898-94b3bc41adc4,3c868072-ab9d-4666-bd83-ed8eca7b2ed4,b628fc1e-2ad5-4d78-ba70-c141d8bd1165,INV-923830,22940.62,2024-12-28 00:00:00,paid,fraud_duplicate
b6686f02-a6e0-471c-9f11-7e6f7fa9845a,b3919af5-1d70-4520-92a4-c0e1b9b17f8e,99f4db05-2c17-45fd-8821-ac9334f3c8bb,INV-284633,13771.15,2022-12-27 00:00:00,paid,fraud_duplicate
ac2ee713-89d9-4566-87d8-c13fe366b1e8,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,cc92f550-ef6e-4975-9a78-7aa98d22cd85,INV-020223,19467.73,2022-07-21 00:00:00,paid,fraud_duplicate
83a3b6c1-0681-4da6-aae4-de38225c5fd7,2602487c-93f3-477e-bbc4-39665da929df,56648588-9c20-4e75-a4a2-b64735a5c163,INV-905575,30098.37,2022-02-04 00:00:00,paid,fraud_duplicate
512f7f1c-4eeb-481d-ac38-42150e2b22ff,96575c65-e03b-4712-8904-bbb9031ec2cb,b85bd7c9-02bc-4456-b570-393638b1f900,INV-597270,59820.3,2024-01-29 00:00:00,paid,fraud_duplicate
4d01efd7-81ea-4514-bcb4-d483a0bf5905,e3d4d58e-e16a-4b53-967c-02df2dfc54c0,612b6456-f0f1-4b84-8cf6-126e36b43d90,INV-701677,5000.0,2022-10-23 00:00:00,paid,fraud_duplicate
2f1d8c14-f4bb-434b-a023-d0b54bc9744d,46a09848-e550-4790-bad4-ffb995564f7f,5bdfd95d-09b5-419a-892f-aaa89e1f79ce,INV-473737,2288.83,2023-03-26 00:00:00,paid,fraud_duplicate
ae1290e5-7fe7-45da-be25-8b891ac2e8fd,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9b51df18-a232-4c65-9fa9-a54a7fb56262,INV-161887,5171.46,2024-04-20 00:00:00,paid,fraud_duplicate
f1afd5b5-6fc5-48f2-acd5-0f2ce5b33206,d51dc507-92bc-4696-a586-5d035aba167e,9b51df18-a232-4c65-9fa9-a54a7fb56262,INV-007265,10630.16,2024-03-25 00:00:00,paid,fraud_duplicate
7c866f7b-e3cc-471a-a1ab-648087f156f5,b8089494-933a-47e2-a1cb-034f0ae32493,7c42bc72-9bf1-4693-bc9d-300d30fed4f8,INV-804956,119391.55,2023-07-01 00:00:00,paid,fraud_duplicate
6e70511c-7af7-4bc2-b25b-dcf93bf1e7cf,35aee3e4-8810-4c03-9ac4-f98e2e9b87b4,93936db3-953a-4ae8-9e4d-73fd8ddfc650,INV-694688,187285.36,2022-05-18 00:00:00,paid,fraud_duplicate
d91b4e0a-58f3-4169-a836-d8ce58482781,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,1ee33e37-afc1-41c2-ae1a-0d76a72e109b,INV-878281,11197.78,2023-12-27 00:00:00,paid,fraud_duplicate
2c55c9c8-a93c-46da-95d3-46aa39893eca,81325427-0838-4652-8add-f8bd44483f54,92b77f60-746d-4444-8832-7183a064cb1b,INV-907524,15953.5,2023-12-27 00:00:00,paid,fraud_duplicate
7f316f18-1454-4099-b533-337a152725d9,591c432c-5140-4b7a-ae42-01a94416854c,b628fc1e-2ad5-4d78-ba70-c141d8bd1165,INV-528829,62022.51,2024-07-25 00:00:00,paid,fraud_duplicate
52cde91a-b182-41c5-9ae5-38e322722b26,4376766b-8ffc-4c4a-a515-43bf30fe0f08,9614a6c2-06bc-4cf1-ad6f-6221e35a512d,INV-225244,132854.11,2024-07-25 00:00:00,paid,fraud_duplicate
30559835-49a7-4ca4-911c-2108d3c7d958,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,140be9e7-2759-4811-a5e5-9ed1cb360096,INV-384906,8577.51,2022-03-08 00:00:00,paid,fraud_duplicate
218153d2-968a-4b93-bceb-76fedae995b5,533d10ab-9665-4910-9141-443fa11e3091,b628fc1e-2ad5-4d78-ba70-c141d8bd1165,INV-369991,11968.57,2023-03-17 00:00:00,paid,fraud_duplicate
fc6d9d43-eff3-4d8f-a1ff-5cf7a062c48e,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6a5d6bb9-bdf9-4af8-a7d4-5bbe45ceef6d,INV-025632,14039.04,2023-01-09 00:00:00,paid,fraud_duplicate
b4a8810b-058b-4035-a03a-7a6b48d19fc9,555859de-88aa-4845-829e-552e6e1ce03e,6a221bda-742f-4b29-b029-1fb86c86e117,INV-692569,17759.34,2024-01-06 00:00:00,paid,fraud_duplicate
417df0b9-8d34-48ba-85f1-ad0d2c36e300,1f523b9a-ced2-45f9-9c7a-ea91cf324a5b,9ff55951-bc55-489f-80e4-e7471b0db309,INV-404563,479.79,2022-06-30 00:00:00,paid,fraud_duplicate
de8ea390-ea2a-4fcd-87b0-f6772b26655a,ddaeee4d-605a-4839-9b29-c4d4c6152bfa,9650733a-8e90-434b-90c8-285c78c24f61,INV-054312,91138.45,2022-11-30 00:00:00,paid,fraud_duplicate
1c76b494-1d92-46bd-a7ab-6019532dbc78,b8089494-933a-47e2-a1cb-034f0ae32493,f9335c0d-0afb-405e-808e-8ce360eb7b32,INV-673348,148981.44,2024-06-17 00:00:00,paid,fraud_duplicate
9f625765-6345-46f9-ba7d-6bd7f0a45ca4,f2790a9c-b902-4a64-8409-f5001ceec3e8,4db45e12-0d5f-4ec7-bb9d-658e6dbc6348,INV-268575,730.24,2024-10-07 00:00:00,paid,fraud_duplicate
fdbb0a1d-6d74-4a7e-aaa6-5cdd32fa2ebd,c534df28-892a-46d2-a257-0f8ec8736f9d,d63edd2d-aac9-4ab3-b052-6a69afbf353c,INV-002179,12299.09,2024-12-30 00:00:00,paid,fraud_duplicate
b9751bca-1b56-4de4-bff5-1b5d554b889f,650d1d19-6efb-444c-bce2-00b1f21e6a61,43da8907-7552-48b7-b7f5-617f5ca78a0a,INV-433453,60736.76,2024-01-23 00:00:00,paid,fraud_duplicate
1269e53b-963d-4a9b-9f36-713a02f98c74,8cd7b4a4-155c-4cb9-bf06-bf0aa225e741,b5a071e7-9b18-4deb-ac46-8a7c567e7d3d,INV-573022,5941.25,2023-06-20 00:00:00,paid,fraud_duplicate
495167aa-ceca-4616-b89d-506a7b27e370,eb1fb315-7fca-4621-91c0-6bab7c0423fd,060639dc-b9da-4371-8ba2-5da940a6ba2e,INV-263524,4914.4,2024-11-21 00:00:00,paid,fraud_duplicate
dd9cac95-bc58-4933-9fb1-cb32a6a96900,e4206223-a6cf-4e61-af5a-1c48552f87bf,130b12ec-0a13-4a98-8b86-39fbc1eb02f3,INV-112708,1900.17,2024-04-05 00:00:00,paid,fraud_duplicate
bf551973-e7ef-4bca-aad8-53a6e075eb27,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,b50800a9-6252-4a11-a3b7-14c5f02576e1,INV-240910,11324.19,2022-10-10 00:00:00,paid,fraud_duplicate
e3a81f87-94c9-4e5d-a711-06a602e74685,f3b8e9af-58b3-4fee-8ea9-f3e8670482be,1ee33e37-afc1-41c2-ae1a-0d76a72e109b,INV-464811,9570.45,2023-11-09 00:00:00,paid,fraud_duplicate
5b7b19e2-130c-424c-a26e-3e3b66cafe4b,707f4223-7389-46d1-b7e7-27b434be29e1,31075635-4794-4f2e-a789-d1e531732b99,INV-534100,3707.62,2023-04-26 00:00:00,paid,fraud_duplicate
644ee0f5-794c-4907-a968-e28cf39f11b9,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,d63edd2d-aac9-4ab3-b052-6a69afbf353c,INV-399676,4883.96,2023-11-27 00:00:00,paid,fraud_duplicate
6a1f2fcc-bac1-427b-a549-875dfd8a66cd,7404246a-23c9-41a1-a039-caa0494dbcff,f9335c0d-0afb-405e-808e-8ce360eb7b32,INV-743426,18358.77,2024-09-20 00:00:00,paid,fraud_duplicate
c1cbb39c-cd35-4c70-862d-fce3ed21fd41,e6ee8c16-e9fc-49b6-90b5-d0a0856c4e6c,56648588-9c20-4e75-a4a2-b64735a5c163,INV-063433,16524.47,2023-06-01 00:00:00,paid,fraud_duplicate
15d8cca7-4c75-4678-8200-4a2845aa0b05,da5e5873-b3b7-4d0f-8687-be8a0cfe91d8,a5117e6e-aa34-4990-9e37-3f50b6d94b59,INV-363573,22195.4,2022-07-19 00:00:00,paid,fraud_duplicate
122af44f-46b7-4df9-ad37-0e26b4f803e3,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,b50800a9-6252-4a11-a3b7-14c5f02576e1,INV-588549,9249.62,2024-08-18 00:00:00,paid,fraud_duplicate
b04e4791-635c-434a-962a-4a7df53d1818,6e62e410-a97d-4323-ab50-182451629d10,320b50e4-3faf-4518-8f19-c19d19a8ab1c,INV-436939,43249.59,2024-11-26 00:00:00,paid,fraud_duplicate
e1af2053-d9db-4d00-9528-bbb913a4ab5b,d813d31e-e999-4470-bb06-44f1193fa44b,b5a071e7-9b18-4deb-ac46-8a7c567e7d3d,INV-705329,58343.73,2024-12-30 00:00:00,paid,fraud_duplicate
0c09743e-e54f-4323-8073-33158cf85e94,e4206223-a6cf-4e61-af5a-1c48552f87bf,7114430f-f7a1-475c-adce-62579a407ef0,INV-429610,2953.67,2022-08-14 00:00:00,paid,fraud_duplicate
49a8cff4-f0a7-4430-b705-0865419c2fb6,51b037a3-b045-4a6b-9715-4423204d6560,79f580b9-f5db-4cac-b82d-fdee54b57dc5,INV-075693,67159.35,2023-09-20 00:00:00,paid,fraud_duplicate
da1b819c-5e6c-4db2-928b-73dbf76add11,9e8ef308-1a9b-4131-afc1-57aafe4a7220,93936db3-953a-4ae8-9e4d-73fd8ddfc650,INV-805793,52897.77,2023-05-27 00:00:00,paid,fraud_duplicate
8248d18b-4b92-4370-9c52-d0753587430b,4376766b-8ffc-4c4a-a515-43bf30fe0f08,9ff55951-bc55-489f-80e4-e7471b0db309,INV-550819,206600.96,2024-01-23 00:00:00,paid,fraud_duplicate
d1505b7d-8528-40f6-8f81-e2cf57658d3e,4376766b-8ffc-4c4a-a515-43bf30fe0f08,76831ea4-ac11-4961-b6c4-e59cccdcaaa4,INV-900150,83787.36,2023-11-10 00:00:00,paid,fraud_duplicate
c992d3ac-6d23-4751-bfa8-fa753ac881d6,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7c42bc72-9bf1-4693-bc9d-300d30fed4f8,INV-084599,24977.88,2022-09-25 00:00:00,paid,fraud_duplicate
525024cf-6b7a-416a-9330-9ef13862390a,93e3215b-1e6e-4734-84a0-2bceec38d281,7ea7494b-31c9-4a7f-82bb-9c1abce123f8,INV-035298,905.59,2024-07-02 00:00:00,paid,fraud_duplicate
407d7f85-bf3b-4f60-b192-5e3e37949906,c5c500b7-a6ef-41ec-a76a-a4069e8c856a,6a5d6bb9-bdf9-4af8-a7d4-5bbe45ceef6d,INV-693838,10339.24,2022-01-22 00:00:00,paid,fraud_duplicate
c6743a80-0835-4677-8b31-70edf9be6c0b,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5f8db4d5-1c20-4252-8c02-230cdfd1b51c,INV-476378,3003.62,2024-08-19 00:00:00,paid,fraud_duplicate
b3dd0a80-9aee-4d8a-ba68-6b5bbd99d3f2,81600203-34dd-4466-af00-7560275c7365,f5615159-0f10-496a-a5c1-ae365e3adf79,INV-958714,120821.92,2022-03-30 00:00:00,paid,fraud_duplicate
54571467-bc07-4aa9-9f5a-8eeb2cdad4c1,d03f9b49-7fdf-418f-8069-f59bbcd196f2,1ff41bab-5e07-415b-b77e-46a27f39d6bd,INV-058924,7369.47,2024-07-15 00:00:00,paid,fraud_duplicate
